openalex_id,title,publication_date,cited_by_count,abstract
https://openalex.org/W4313891707,Deep Learning Approach for SDN-Enabled Intrusion Detection System in IoT Networks,2023-01-09,170,"Owing to the prevalence of the Internet of things (IoT) devices connected to the Internet, the number of IoT-based attacks has been growing yearly. The existing solutions may not effectively mitigate IoT attacks. In particular, the advanced network-based attack detection solutions using traditional Intrusion detection systems are challenging when the network environment supports traditional as well as IoT protocols and uses a centralized network architecture such as a software defined network (SDN). In this paper, we propose a long short-term memory (LSTM) based approach to detect network attacks using SDN supported intrusion detection system in IoT networks. We present an extensive performance evaluation of the machine learning (ML) and deep learning (DL) model in two SDNIoT-focused datasets. We also propose an LSTM-based architecture for the effective multiclass classification of network attacks in IoT networks. Our evaluation of the proposed model shows that our model effectively identifies the attacks and classifies the attack types with an accuracy of 0.971. In addition, various visualization methods are shown to understand the dataset’s characteristics and visualize the embedding features."
https://openalex.org/W4319296823,"A Survey on Active Learning: State-of-the-Art, Practical Challenges and Research Directions",2023-02-06,170,"Despite the availability and ease of collecting a large amount of free, unlabeled data, the expensive and time-consuming labeling process is still an obstacle to labeling a sufficient amount of training data, which is essential for building supervised learning models. Here, with low labeling cost, the active learning (AL) technique could be a solution, whereby a few, high-quality data points are queried by searching for the most informative and representative points within the instance space. This strategy ensures high generalizability across the space and improves classification performance on data we have never seen before. In this paper, we provide a survey of recent studies on active learning in the context of classification. This survey starts with an introduction to the theoretical background of the AL technique, AL scenarios, AL components supported with visual explanations, and illustrative examples to explain how AL simply works and the benefits of using AL. In addition to an overview of the query strategies for the classification scenarios, this survey provides a high-level summary to explain various practical challenges with AL in real-world settings; it also explains how AL can be combined with various research areas. Finally, the most commonly used AL software packages and experimental evaluation metrics with AL are also discussed."
https://openalex.org/W4319878478,"A comprehensive survey on deep facial expression recognition: challenges, applications, and future guidelines",2023-02-10,170,"Facial expression recognition (FER) is an emerging and multifaceted research topic. Applications of FER in healthcare, security, safe driving, and so forth have contributed to the credibility of these methods and their adoption in human-computer interaction for intelligent outcomes. Computational FER mimics human facial expression coding skills and conveys important cues that complement speech to assist listeners. Similarly, FER methods based on deep learning and artificial intelligence (AI) techniques have been developed with edge modules to ensure efficiency and real-time processing. To this end, numerous studies have explored different aspects of FER. Surveys of FER have focused on the literature on hand-crafted techniques, with a focus on general methods for local servers but largely neglecting edge vision-inspired deep learning and AI-based FER technologies. To consider these missing aspects, in this study, the existing literature on FER is thoroughly analyzed and surveyed, and the working flow of FER methods, their integral and intermediate steps, and pattern structures are highlighted. Further, the limitations in existing FER surveys are discussed. Next, FER datasets are investigated in depth, and the associated challenges and problems are discussed. In contrast to existing surveys, FER methods are considered for edge vision (on e.g., smartphone or Raspberry Pi, devices, etc.), and different measures to evaluate the performance of FER methods are comprehensively discussed. Finally, recommendations and some avenues for future research are suggested to facilitate further development and implementation of FER technologies."
https://openalex.org/W4323664456,Can Environmental Knowledge and Risk Perception Make a Difference? The Role of Environmental Concern and Pro-Environmental Behavior in Fostering Sustainable Consumption Behavior,2023-03-08,170,"Sustainable consumption is one of the goals of the ‘Sustainable Development Goals 2030′ set by the United Nations. The study is primarily interested in how sustainable consumption behavior can be fostered through environmental knowledge, behaviors, and attitudes. For environmental concern, the role of environmental knowledge is considered significant. Therefore, academia is powered by the desire to impart environmentally friendly attitudes and behaviors to students for sustainable consumption. The main purpose of this study was to measure the influence of environmental knowledge and environmental risk perceptions on the environmental concerns of university students. Likewise, how environmental attitudes act as a moderator in the association between environmental concern and pro-environmental behavior was also taken into account. The unit of analysis was the students enrolled in the universities of China. Following a deductive approach and positivist paradigm, and using SmartPLS, we deployed a structural equation modelling (PLS-SEM) technique to test the relationships. The results exhibited that environmental knowledge and environmental risk perceptions are positively and significantly related with environmental concerns. Similarly, environmental concerns and pro-environmental behavior are positively and significantly related to sustainable consumption behavior. Environmental attitude appeared as a moderator in the relationship between environmental concerns and pro-environmental behavior. The theory of planned behavior was considered as the supporting theory for the investigated model, thereby providing empirical evidence for the theory. The study provided important implications and future directions."
https://openalex.org/W4387746080,AutoML: A systematic review on automated machine learning with neural architecture search,2023-10-18,170,"AutoML (Automated Machine Learning) is an emerging field that aims to automate the process of building machine learning models. AutoML emerged to increase productivity and efficiency by automating as much as possible the inefficient work that occurs while repeating this process whenever machine learning is applied. In particular, research has been conducted for a long time on technologies that can effectively develop high-quality models by minimizing the intervention of model developers in the process from data preprocessing to algorithm selection and tuning. In this semantic review research, we summarize the data processing requirements for AutoML approaches and provide a detailed explanation. We place greater emphasis on neural architecture search (NAS) as it currently represents a highly popular sub-topic within the field of AutoML. NAS methods use machine learning algorithms to search through a large space of possible architectures and find the one that performs best on a given task. We provide a summary of the performance achieved by representative NAS algorithms on the CIFAR-10, CIFAR-100, ImageNet and well-known benchmark datasets. Additionally, we delve into several noteworthy research directions in NAS methods including one/two-stage NAS, one-shot NAS and joint hyperparameter with architecture optimization. We discussed how the search space size and complexity in NAS can vary depending on the specific problem being addressed. To conclude, we examine several open problems (SOTA problems) within current AutoML methods that assure further investigation in future research."
https://openalex.org/W4388549655,A digital twin framework for civil engineering structures,2023-11-08,170,"The digital twin concept represents an appealing opportunity to advance condition-based and predictive maintenance paradigms for civil engineering systems, thus allowing reduced lifecycle costs, increased system safety, and increased system availability. This work proposes a predictive digital twin approach to the health monitoring, maintenance, and management planning of civil engineering structures. The asset-twin coupled dynamical system is encoded employing a probabilistic graphical model, which allows all relevant sources of uncertainty to be taken into account. In particular, the time-repeating observations-to-decisions flow is modeled using a dynamic Bayesian network. Real-time structural health diagnostics are provided by assimilating sensed data with deep learning models. The digital twin state is continually updated in a sequential Bayesian inference fashion. This is then exploited to inform the optimal planning of maintenance and management actions within a dynamic decision-making framework. A preliminary offline phase involves the population of training datasets through a reduced-order numerical model and the computation of a health-dependent control policy. The strategy is assessed on two synthetic case studies, involving a cantilever beam and a railway bridge, demonstrating the dynamic decision-making capabilities of health-aware digital twins."
https://openalex.org/W4389419901,Economics of ChatGPT: a labor market view on the occupational impact of artificial intelligence,2023-12-05,170,"Purpose The study investigates the influence of ChatGPT on the labor market dynamics, aiming to provide a structured understanding of the changes induced by generative AI technologies. Design/methodology/approach An analysis of existing literature serves as the foundation for understanding the impact, while the supply and demand model helps assess the effects of ChatGPT. A text-mining approach is utilized to analyze the International Standard Occupation Classification, identifying occupations most susceptible to disruption by ChatGPT. Findings The study reveals that 32.8% of occupations could be fully impacted by ChatGPT, while 36.5% might experience a partial impact and 30.7% are likely to remain unaffected. Research limitations/implications While this study offers insights into the potential influence of ChatGPT and other generative AI services on the labor market, it is essential to note that these findings represent potential implications rather than realized labor market effects. Further research is needed to track actual changes in employment patterns and job market dynamics where these AI services are widely adopted. Originality/value This paper contributes to the field by systematically categorizing the level of impact on different occupations, providing a nuanced perspective on the short- and long-term implications of ChatGPT and similar generative AI services on the labor market."
https://openalex.org/W4390788068,MTR++: Multi-Agent Motion Prediction With Symmetric Scene Modeling and Guided Intention Querying,2024-01-12,170,"Motion prediction is crucial for autonomous driving systems to understand complex driving scenarios and make informed decisions. However, this task is challenging due to the diverse behaviors of traffic participants and complex environmental contexts. In this paper, we propose Motion TRansformer (MTR) frameworks to address these challenges. The initial MTR framework utilizes a transformer encoder-decoder structure with learnable intention queries, enabling efficient and accurate prediction of future trajectories. By customizing intention queries for distinct motion modalities, MTR improves multimodal motion prediction while reducing reliance on dense goal candidates. The framework comprises two essential processes: global intention localization, identifying the agent's intent to enhance overall efficiency, and local movement refinement, adaptively refining predicted trajectories for improved accuracy. Moreover, we introduce an advanced MTR++ framework, extending the capability of MTR to simultaneously predict multimodal motion for multiple agents. MTR++ incorporates symmetric context modeling and mutually-guided intention querying modules to facilitate future behavior interaction among multiple agents, resulting in scene-compliant future trajectories. Extensive experimental results demonstrate that the MTR framework achieves state-of-the-art performance on the highly-competitive motion prediction benchmarks, while the MTR++ framework surpasses its precursor, exhibiting enhanced performance and efficiency in predicting accurate multimodal future trajectories for multiple agents."
https://openalex.org/W4391448972,Brain tumor detection from images and comparison with transfer learning methods and 3-layer CNN,2024-02-01,170,"Health is very important for human life. In particular, the health of the brain, which is the executive of the vital resource, is very important. Diagnosis for human health is provided by magnetic resonance imaging (MRI) devices, which help health decision makers in critical organs such as brain health. Images from these devices are a source of big data for artificial intelligence. This big data enables high performance in image processing classification problems, which is a subfield of artificial intelligence. In this study, we aim to classify brain tumors such as glioma, meningioma, and pituitary tumor from brain MR images. Convolutional Neural Network (CNN) and CNN-based inception-V3, EfficientNetB4, VGG19, transfer learning methods were used for classification. F-score, recall, imprinting and accuracy were used to evaluate these models. The best accuracy result was obtained with VGG16 with 98%, while the F-score value of the same transfer learning model was 97%, the Area Under the Curve (AUC) value was 99%, the recall value was 98%, and the precision value was 98%. CNN architecture and CNN-based transfer learning models are very important for human health in early diagnosis and rapid treatment of such diseases."
https://openalex.org/W4401014858,"“ChatGPT is the companion, not enemies”: EFL learners’ perceptions and experiences in using ChatGPT for feedback in writing",2024-07-26,170,"The present research was to bridge a research gap in comprehensively understanding students’ perceptions and experiences in utilizing ChatGPT for their writing process in English as a foreign language (EFL) context. The participants were 45 EFL learners in Macau. The study aimed to explore the potential impact of ChatGPT on writing, as well as their perceptions and experiences of ChatGPT in generating feedback for writing. A mixed-methods approach was employed, with quantitative data collected from a questionnaire and qualitative insights drawn from interviews conducted after a semester-long writing course. The findings supported the significant positive effects of AI assistance on writing, including writing motivation, self-efficacy, engagement, and collaborative writing tendency. The qualitative data obtained from the interviews partially corroborated the quantitative findings, although some participants expressed concerns about the use of ChatGPT. Relevant implications and limitations were proposed based on the findings."
https://openalex.org/W4406080987,A systematic review for transformer-based long-term series forecasting,2025-01-05,170,"The emergence of deep learning has yielded noteworthy advancements in time series forecasting (TSF). Transformer architectures have witnessed broad utilization and adoption in TSF tasks. Transformers have proven to be the most successful solution to extract the semantic correlations among the elements within a long sequence. Various variants have enabled Transformer architecture to effectively handle long-term time series forecasting (LTSF) tasks. In this article, we first present a comprehensive overview of Transformer architectures and their subsequent enhancements developed to address various LTSF tasks. Then, we summarize the publicly available LTSF datasets and relevant evaluation metrics. Furthermore, we provide valuable insights into the best practices and techniques for effectively training Transformers in the context of time-series analysis. Lastly, we propose potential research directions in this rapidly evolving field."
https://openalex.org/W4313886477,Machine learning approaches in stock market prediction: A systematic literature review,2023-01-01,169,"Predicting the stock market has been done for a long time using traditional methods by analyzing fundamental and technical aspects. With machine learning, stock market predictions are made more accessible and more accurate. Various machine learn- ing approaches have been applied in stock market prediction. This study aims to review relevant works about machine learning approaches in stock market prediction. To achieve this aim, we did a systematic literature review. This study review 30 studies regarding machine learning approaches/models in stock market prediction. Approaches that were used included neural networks and support vector machines. The result of this study is that neural networks are the most used model for stock market prediction. However, this does not mean that other models cannot be used for predicting the stock market."
https://openalex.org/W4317553819,Data-Driven Control of Distributed Event-Triggered Network Systems,2023-01-20,169,"The present paper deals with data-driven event-triggered control of a class of unknown discrete-time interconnected systems (a.k.a. network systems). To this end, we start by putting forth a novel distributed event-triggering transmission strategy based on periodic sampling, under which a model-based stability criterion for the closed-loop network system is derived, by leveraging a discrete-time looped-functional approach. Marrying the model-based criterion with a data-driven system representation recently developed in the literature, a purely data-driven stability criterion expressed in the form of linear matrix inequalities (LMIs) is established. Meanwhile, the data-driven stability criterion suggests a means for co-designing the event-triggering coefficient matrix and the feedback control gain matrix using only some offline collected state-input data. Finally, numerical results corroborate the efficacy of the proposed distributed data-driven event-triggered network system (ETS) in cutting off data transmissions and the co-design procedure."
https://openalex.org/W4327656064,An Empirical Survey of Data Augmentation for Limited Data Learning in NLP,2023-01-01,169,"Abstract NLP has achieved great progress in the past decade through the use of neural models and large labeled datasets. The dependence on abundant data prevents NLP models from being applied to low-resource settings or novel tasks where significant time, money, or expertise is required to label massive amounts of textual data. Recently, data augmentation methods have been explored as a means of improving data efficiency in NLP. To date, there has been no systematic empirical overview of data augmentation for NLP in the limited labeled data setting, making it difficult to understand which methods work in which settings. In this paper, we provide an empirical survey of recent progress on data augmentation for NLP in the limited labeled data setting, summarizing the landscape of methods (including token-level augmentations, sentence-level augmentations, adversarial augmentations, and hidden-space augmentations) and carrying out experiments on 11 datasets covering topics/news classification, inference tasks, paraphrasing tasks, and single-sentence tasks. Based on the results, we draw several conclusions to help practitioners choose appropriate augmentations in different settings and discuss the current challenges and future directions for limited data learning in NLP."
https://openalex.org/W4386076547,V2X-Seq: A Large-Scale Sequential Dataset for Vehicle-Infrastructure Cooperative Perception and Forecasting,2023-06-01,169,"Utilizing infrastructure and vehicle-side information to track and forecast the behaviors of surrounding traffic participants can significantly improve decision-making and safety in autonomous driving. However, the lack of real-world sequential datasets limits research in this area. To address this issue, we introduce V2X-Seq, the first large-scale sequential V2X dataset, which includes data frames, trajectories, vector maps, and traffic lights captured from natural scenery. V2X-Seq comprises two parts: the sequential perception dataset, which includes more than 15,000 frames captured from 95 scenarios, and the trajectory forecasting dataset, which contains about 80,000 infrastructure-view scenarios, 80,000 vehicle-view scenarios, and 50,000 cooperative-view scenarios captured from 28 intersections' areas, covering 672 hours of data. Based on V2X-Seq, we introduce three new tasks for vehicle-infrastructure cooperative (VIC) autonomous driving: VIC3D Tracking, Online-VIC Forecasting, and Offline-VIC Forecasting. We also provide benchmarks for the introduced tasks. Find data, code, and more up-to-date information at https://github.com/AIR-THU/DAIR-V2X-Seq."
https://openalex.org/W4391942283,Deep learning for survival analysis: a review,2024-02-19,169,"Abstract The influx of deep learning (DL) techniques into the field of survival analysis in recent years has led to substantial methodological progress; for instance, learning from unstructured or high-dimensional data such as images, text or omics data. In this work, we conduct a comprehensive systematic review of DL-based methods for time-to-event analysis, characterizing them according to both survival- and DL-related attributes. In summary, the reviewed methods often address only a small subset of tasks relevant to time-to-event data—e.g., single-risk right-censored data—and neglect to incorporate more complex settings. Our findings are summarized in an editable, open-source, interactive table: https://survival-org.github.io/DL4Survival . As this research area is advancing rapidly, we encourage community contribution in order to keep this database up to date."
https://openalex.org/W4394598286,Performance analysis and optimization of thermal barrier coated piston diesel engine fuelled with biodiesel using RSM,2024-04-09,169,"The current research investigates diesel and simarouba biodiesel blends (10%, 20%, & 30% by volume) in conventional and Low Heat Rejection (LHR) diesel engines, each rated at 4.4 kW. While optimization techniques like Response Surface Method and Taguchi have been extensively studied, the impact of LHR and optimization on LHR engine performance and emissions is rarely explored. Converting the conventional engine to LHR involved applying 300 μm of stabilized zirconia to the piston crown to enhance combustion efficiency. Performance and emissions were analyzed at rated injection pressure (200 bar) and timing (23° before top dead center - btdc). Experiments were continued on LHR engine by varying injection timings (advancing - 26°btdc and retarding - 20°btdc). Advanced injection timing showed significant improvement in performance of Low heat rejection engine. MINITAB statistical tool is used to optimize engine performance using Response Surface Method. The 20% blend showed improved performance in both engines. The optimum values for Low heat rejection engine responses are 26.8%, 0.32 kg/kW-h, 0.018%, 59.59 ppm, and 1419.03 ppm for brake thermal efficiency, brake specific fuel consumption, carbon monoxide, and unburnt hydrocarbons, respectively. Confirmation experiments aligned well with model predictions, indicating the potential of LHR engines to enhance thermal efficiency and reduce emissions."
https://openalex.org/W4404127725,Robustness in deep learning models for medical diagnostics: security and adversarial challenges towards robust AI applications,2024-11-07,169,"The current study investigates the robustness of deep learning models for accurate medical diagnosis systems with a specific focus on their ability to maintain performance in the presence of adversarial or noisy inputs. We examine factors that may influence model reliability, including model complexity, training data quality, and hyperparameters; we also examine security concerns related to adversarial attacks that aim to deceive models along with privacy attacks that seek to extract sensitive information. Researchers have discussed various defenses to these attacks to enhance model robustness, such as adversarial training and input preprocessing, along with mechanisms like data augmentation and uncertainty estimation. Tools and packages that extend the reliability features of deep learning frameworks such as TensorFlow and PyTorch are also being explored and evaluated. Existing evaluation metrics for robustness are additionally being discussed and evaluated. This paper concludes by discussing limitations in the existing literature and possible future research directions to continue enhancing the status of this research topic, particularly in the medical domain, with the aim of ensuring that AI systems are trustworthy, reliable, and stable."
https://openalex.org/W4406261316,Ensemble Methods,2025-01-10,169,"Ensemble methods that train multiple learners and then combine them to use, with Boosting and Bagging as representatives, are well-known machine learning approaches. It has become common sense that an ensemble is usually significantly more accurate than a single learner, and ensemble methods have already achieved great success in various real-world tasks. Twelve years have passed since the publication of the first edition of the book in 2012 (Japanese and Chinese versions published in 2017 and 2020, respectively). Many significant advances in this field have been developed. First, many theoretical issues have been tackled, for example, the fundamental question of why AdaBoost seems resistant to overfitting gets addressed, so that now we understand much more about the essence of ensemble methods. Second, ensemble methods have been well developed in more machine learning fields, e.g., isolation forest in anomaly detection, so that now we have powerful ensemble methods for tasks beyond conventional supervised learning. Third, ensemble mechanisms have also been found helpful in emerging areas such as deep learning and online learning. This edition expands on the previous one with additional content to reflect the significant advances in the field, and is written in a concise but comprehensive style to be approachable to readers new to the subject."
https://openalex.org/W4319777935,Video Transformers: A Survey,2023-02-09,168,"Transformer models have shown great success handling long-range interactions, making them a promising tool for modeling video. However, they lack inductive biases and scale quadratically with input length. These limitations are further exacerbated when dealing with the high dimensionality introduced by the temporal dimension. While there are surveys analyzing the advances of Transformers for vision, none focus on an in-depth analysis of video-specific designs. In this survey, we analyze the main contributions and trends of works leveraging Transformers to model video. Specifically, we delve into how videos are handled at the input level first. Then, we study the architectural changes made to deal with video more efficiently, reduce redundancy, re-introduce useful inductive biases, and capture long-term temporal dynamics. In addition, we provide an overview of different training regimes and explore effective self-supervised learning strategies for video. Finally, we conduct a performance comparison on the most common benchmark for Video Transformers (i.e., action classification), finding them to outperform 3D ConvNets even with less computational complexity."
https://openalex.org/W4327583116,Missing data: An update on the state of the art.,2023-03-16,168,". Much has changed since 2002, as missing data methodologies have continually evolved and improved; the range of applications that are possible with modern missing data techniques has increased dramatically, and software options are light years ahead of where they were. This article provides an update on the state of the art that catalogs important innovations from the past two decades of missing data research. The paper addresses topics described in the original paper, including developments related to missing data theory, full information maximum likelihood, Bayesian estimation, multiple imputation, and models for missing not at random processes. The paper also describes newer factored regression specifications and missing data handling for multilevel models, both of which have been a focus of recent research. The paper concludes with a summary of the current software landscape and a discussion of several practical issues. (PsycInfo Database Record (c) 2025 APA, all rights reserved)."
https://openalex.org/W4353090637,Effective Class-Imbalance Learning Based on SMOTE and Convolutional Neural Networks,2023-03-21,168,"Imbalanced Data (ID) is a problem that deters Machine Learning (ML) models from achieving satisfactory results. ID is the occurrence of a situation where the quantity of the samples belonging to one class outnumbers that of the other by a wide margin, making such models’ learning process biased towards the majority class. In recent years, to address this issue, several solutions have been put forward, which opt for either synthetically generating new data for the minority class or reducing the number of majority classes to balance the data. Hence, in this paper, we investigate the effectiveness of methods based on Deep Neural Networks (DNNs) and Convolutional Neural Networks (CNNs) mixed with a variety of well-known imbalanced data solutions meaning oversampling and undersampling. Then, we propose a CNN-based model in combination with SMOTE to effectively handle imbalanced data. To evaluate our methods, we have used KEEL, breast cancer, and Z-Alizadeh Sani datasets. In order to achieve reliable results, we conducted our experiments 100 times with randomly shuffled data distributions. The classification results demonstrate that the mixed Synthetic Minority Oversampling Technique (SMOTE)-Normalization-CNN outperforms different methodologies achieving 99.08% accuracy on the 24 imbalanced datasets. Therefore, the proposed mixed model can be applied to imbalanced binary classification problems on other real datasets."
https://openalex.org/W4361276701,Using machine learning for crop yield prediction in the past or the future,2023-03-30,168,"The use of ML in agronomy has been increasing exponentially since the start of the century, including data-driven predictions of crop yields from farm-level information on soil, climate and management. However, little is known about the effect of data partitioning schemes on the actual performance of the models, in special when they are built for yield forecast. In this study, we explore the effect of the choice of predictive algorithm, amount of data, and data partitioning strategies on predictive performance, using synthetic datasets from biophysical crop models. We simulated sunflower and wheat data using OilcropSun and Ceres-Wheat from DSSAT for the period 2001-2020 in 5 areas of Spain. Simulations were performed in farms differing in soil depth and management. The data set of farm simulated yields was analyzed with different algorithms (regularized linear models, random forest, artificial neural networks) as a function of seasonal weather, management, and soil. The analysis was performed with Keras for neural networks and R packages for all other algorithms. Data partitioning for training and testing was performed with ordered data (i.e., older data for training, newest data for testing) in order to compare the different algorithms in their ability to predict yields in the future by extrapolating from past data. The Random Forest algorithm had a better performance (Root Mean Square Error 35-38%) than artificial neural networks (37-141%) and regularized linear models (64-65%) and was easier to execute. However, even the best models showed a limited advantage over the predictions of a sensible baseline (average yield of the farm in the training set) which showed RMSE of 42%. Errors in seasonal weather forecasting were not taken into account, so real-world performance is expected to be even closer to the baseline. Application of AI algorithms for yield prediction should always include a comparison with the best guess to evaluate if the additional cost of data required for the model compensates for the increase in predictive power. Random partitioning of data for training and validation should be avoided in models for yield forecasting. Crop models validated for the region and cultivars of interest may be used before actual data collection to establish the potential advantage as illustrated in this study."
https://openalex.org/W4379141359,Consumer–machine relationships in the age of artificial intelligence: Systematic literature review and research directions,2023-06-02,168,"Abstract Recent advancements in artificial intelligence (AI) and the emergence of AI‐based social applications in the market have propelled research on the possibility of consumers developing relationships with AI. Motivated by the diversity of approaches and inconsistent findings in this emerging research stream, this systematic literature review analyzes 37 peer‐reviewed empirical studies focusing on human–AI relationships published between 2018 and 2023. We identify three major theoretical domains (social psychology, communication and media studies, and human–machine interactions) as foundations for conceptual development, and detail theories used in the reviewed papers. Given the radically new nature of social AI innovation, we recommend developing a novel theoretical approach that would synergistically utilize cross‐disciplinary literature. Analysis of the methodology indicates that quantitative studies dominate this research stream, while qualitative, longitudinal, and mixed‐method approaches are used infrequently. Examination of research models and variables used in the studies suggests the need to reconceptualize factors and processes of human–AI relationship, such as agency, autonomy, authenticity, reciprocity, and empathy, to better correspond to the social AI context. Based on our analysis, we propose an integrative conceptual framework and offer directions for future research that incorporate the need to develop a comprehensive theory of human ‐ AI relationships, explore the nomological networks of its key constructs, and implement methodological variety and triangulation."
https://openalex.org/W4380047113,"A Three-Body Problem: The effects of foreign language anxiety, enjoyment, and boredom on academic achievement",2023-03-01,168,"Abstract This study is part of a growing wave of interest in foreign language (FL) learners’ emotions, their sources, and their effects. Previous studies have confirmed that there is a clear relationship between the emotions of foreign language enjoyment (FLE), foreign language classroom anxiety (FLCA), foreign language boredom (FLB), and foreign language performance. However, the relative importance of each emotion as a predictor of FL performance has yet to be examined, and as different teaching and learning strategies can elicit different emotions, it is difficult to determine whether FL teachers and learners should prioritize a specific emotion in course design and study. We, therefore, utilized structural equation modeling and latent dominance analysis on a sample of 502 Moroccan EFL learners in order to examine the relative importance of each emotion in predicting FL performance. We argue that it is crucial to use sophisticated statistical analyses and to collect samples from outside Western, educated, industrialized, rich, and democratic (WEIRD) countries. The latent dominance analysis revealed that FLCA had the strongest (negative) effect on English test scores. FLB had a significant—but slightly weaker—negative effect and FLE had a significant—but weaker still—positive effect. As such, it is vital that FL teachers and learners not underestimate the impact of anxiety on language learning."
https://openalex.org/W4382119054,Challenges and Opportunities in Deep Reinforcement Learning With Graph Neural Networks: A Comprehensive Review of Algorithms and Applications,2023-06-26,168,"Deep reinforcement learning (DRL) has empowered a variety of artificial intelligence fields, including pattern recognition, robotics, recommendation systems, and gaming. Similarly, graph neural networks (GNNs) have also demonstrated their superior performance in supervised learning for graph-structured data. In recent times, the fusion of GNN with DRL for graph-structured environments has attracted a lot of attention. This article provides a comprehensive review of these hybrid works. These works can be classified into two categories: 1) algorithmic contributions, where DRL and GNN complement each other with an objective of addressing each other's shortcomings and 2) application-specific contributions that leverage a combined GNN-DRL formulation to address problems specific to different applications. This fusion effectively addresses various complex problems in engineering and life sciences. Based on the review, we further analyze the applicability and benefits of fusing these two domains, especially in terms of increasing generalizability and reducing computational complexity. Finally, the key challenges in integrating DRL and GNN, and potential future research directions are highlighted, which will be of interest to the broader machine learning community."
https://openalex.org/W4382809718,Landslide displacement forecasting using deep learning and monitoring data across selected sites,2023-06-30,168,"Abstract Accurate early warning systems for landslides are a reliable risk-reduction strategy that may significantly reduce fatalities and economic losses. Several machine learning methods have been examined for this purpose, underlying deep learning (DL) models’ remarkable prediction capabilities. The long short-term memory (LSTM) and gated recurrent unit (GRU) algorithms are the sole DL model studied in the extant comparisons. However, several other DL algorithms are suitable for time series forecasting tasks. In this paper, we assess, compare, and describe seven DL methods for forecasting future landslide displacement: multi-layer perception (MLP), LSTM, GRU, 1D convolutional neural network (1D CNN), 2xLSTM, bidirectional LSTM (bi-LSTM), and an architecture composed of 1D CNN and LSTM (Conv-LSTM). The investigation focuses on four landslides with different geographic locations, geological settings, time step dimensions, and measurement instruments. Two landslides are located in an artificial reservoir context, while the displacement of the other two is influenced just by rainfall. The results reveal that the MLP, GRU, and LSTM models can make reliable predictions in all four scenarios, while the Conv-LSTM model outperforms the others in the Baishuihe landslide, where the landslide is highly seasonal. No evident performance differences were found for landslides inside artificial reservoirs rather than outside. Furthermore, the research shows that MLP is better adapted to forecast the highest displacement peaks, while LSTM and GRU are better suited to model lower displacement peaks. We believe the findings of this research will serve as a precious aid when implementing a DL-based landslide early warning system (LEWS)."
https://openalex.org/W4384302749,Retrieval-Based Prompt Selection for Code-Related Few-Shot Learning,2023-05-01,168,"Large language models trained on massive code corpora can generalize to new tasks without the need for task-specific fine-tuning. In few-shot learning, these models take as input a prompt, composed of natural language instructions, a few instances of task demonstration, and a query and generate an output. However, the creation of an effective prompt for code-related tasks in few-shot learning has received little attention. We present a technique for prompt creation that automatically retrieves code demonstrations similar to the developer task, based on embedding or frequency analysis. We apply our approach, Cedar, to two different programming languages, statically and dynamically typed, and two different tasks, namely, test assertion generation and program repair. For each task, we compare Cedar with state-of-the-art task-specific and fine-tuned models. The empirical results show that, with only a few relevant code demonstrations, our prompt creation technique is effective in both tasks with an accuracy of 76% and 52% for exact matches in test assertion generation and program repair tasks, respectively. For assertion generation, Cedar outperforms existing task-specific and fine-tuned models by 333% and 11%, respectively. For program repair, Cedar yields 189% better accuracy than task-specific models and is competitive with recent fine-tuned models. These findings have practical implications for practitioners, as Cedar could potentially be applied to multilingual and multitask settings without task or language-specific training with minimal examples and effort."
https://openalex.org/W4385655250,A Review of Deep Learning Techniques for Lung Cancer Screening and Diagnosis Based on CT Images,2023-08-08,168,"One of the most common and deadly diseases in the world is lung cancer. Only early identification of lung cancer can increase a patient's probability of survival. A frequently used modality for the screening and diagnosis of lung cancer is computed tomography (CT) imaging, which provides a detailed scan of the lung. In line with the advancement of computer-assisted systems, deep learning techniques have been extensively explored to help in interpreting the CT images for lung cancer identification. Hence, the goal of this review is to provide a detailed review of the deep learning techniques that were developed for screening and diagnosing lung cancer. This review covers an overview of deep learning (DL) techniques, the suggested DL techniques for lung cancer applications, and the novelties of the reviewed methods. This review focuses on two main methodologies of deep learning in screening and diagnosing lung cancer, which are classification and segmentation methodologies. The advantages and shortcomings of current deep learning models will also be discussed. The resultant analysis demonstrates that there is a significant potential for deep learning methods to provide precise and effective computer-assisted lung cancer screening and diagnosis using CT scans. At the end of this review, a list of potential future works regarding improving the application of deep learning is provided to spearhead the advancement of computer-assisted lung cancer diagnosis systems."
https://openalex.org/W4386080645,SparseFusion: Distilling View-Conditioned Diffusion for 3D Reconstruction,2023-06-01,168,"We propose SparseFusion, a sparse view 3D reconstruction approach that unifies recent advances in neural rendering and probabilistic image generation. Existing approaches typically build on neural rendering with reprojected features but fail to generate unseen regions or handle uncertainty under large viewpoint changes. Alternate methods treat this as a (probabilistic) 2D synthesis task, and while they can generate plausible 2D images, they do not infer a consistent underlying 3D. However, we find that this trade-off between 3D consistency and probabilistic image generation does not need to exist. In fact, we show that geometric consistency and generative inference can be complementary in a mode-seeking behavior. By distilling a 3D consistent scene representation from a view-conditioned latent diffusion model, we are able to recover a plausible 3D representation whose renderings are both accurate and realistic. We evaluate our approach across 51 categories in the CO3D dataset and show that it outperforms existing methods, in both distortion and perception metrics, for sparse-view novel view synthesis."
